"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,26.2,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,24.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.2,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,14.8,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,24.1,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.6,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.5,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.6,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,24.4,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.9,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.3,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.8,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.3,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,27.5,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.5,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.9,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,24.3,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.4,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.7,,
"ZAF","South Africa","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.1,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.4,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.7,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.5,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.6,,
"RUS","Russia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.4,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.4,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.7,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.7,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.4,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,11.6,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.1,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.7,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.3,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.9,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.9,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.3,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,12.7,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,11.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,12.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,14.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,16.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,17,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,17.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,17.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,17,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,17.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,18.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,18.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,18.6,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,18.9,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,18.5,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,19.6,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,19.6,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,19.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,19,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,19.3,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,19.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,19.3,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,19.7,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,19.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,19.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,19.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,19.6,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,19.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,16.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,19.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,22,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,23.5,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,23.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,23.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,23.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,23.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,24.3,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,24.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,25.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,25.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,25.3,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,24.9,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,25.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,25.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,24.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,24.4,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,24.9,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,24.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,24.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,24.5,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,24.8,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,23.9,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,24.2,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,24,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,24.2,,
